time,open,high,low,close,SMA UCL Bands,SMA LCL Bands,Candles (Цена откр.),Candles (Макс.,Candles (Мин.),Candles (Закрыть),Z-Score,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Down Trendline,Up Trendline,Volume,Volume MA,24H Volume
1755272370,0.019757,0.019757,0.019464,0.019522,NaN,NaN,0,0,0,0,0.19653349747292112,0,1,2,3,-1,-2,-3,0.01998900000000014,NaN,36393213,23194419.895,646473776.4914739
1755272400,0.019522,0.019687,0.019465,0.0195,NaN,NaN,0,0,0,0,0.15638272810792622,0,1,2,3,-1,-2,-3,0.01998000000000014,NaN,30806322,23101923.36,646473776.4914739
1755272430,0.019491,0.019498,0.019415,0.019435,NaN,NaN,0,0,0,0,-0.07526922619633175,0,1,2,3,-1,-2,-3,0.01997100000000014,NaN,15698863,23071009.445,647294267.900957
1755272460,0.019434,0.019471,0.01927,0.019314,NaN,NaN,0,0,0,0,-0.6041763983700794,0,1,2,3,-1,-2,-3,0.019962000000000143,NaN,28602091,23082846.515,647294267.900957
1755272490,0.019314,0.019363,0.019191,0.019219,NaN,NaN,0,0,0,0,-1.0901860438319457,0,1,2,3,-1,-2,-3,0.019953000000000144,NaN,23757330,23115175.6,648223867.573704
1755272520,0.019219,0.01932,0.019124,0.019209,NaN,NaN,0,0,0,0,-1.166867736237886,0,1,2,3,-1,-2,-3,0.019944000000000146,NaN,27689526,23042275.935,648223867.573704
1755272550,0.019214,0.019241,0.019178,0.019178,NaN,NaN,0,0,0,0,-1.3306487492508536,0,1,2,3,-1,-2,-3,0.019935000000000147,NaN,8825378,22925675.615,648828279.526966
1755272580,0.019182,0.019227,0.019153,0.019156,NaN,NaN,0,0,0,0,-1.4406978319810242,0,1,2,3,-1,-2,-3,0.01992600000000015,NaN,10238869,22814588.355,648828279.526966
1755272610,0.01916,0.019235,0.019003,0.019032,NaN,NaN,0,0,0,0,-2.102748324321061,0,1,2,3,-1,-2,-3,0.01991700000000015,NaN,28853586,22727645.605,649528986.7913259
1755272640,0.019032,0.019097,0.018976,0.019056,NaN,NaN,0,0,0,0,-1.8862985106384174,0,1,2,3,-1,-2,-3,0.01990800000000015,NaN,31455618,22732151.93,649528986.7913259
1755272670,0.019048,0.019048,0.018933,0.018986,NaN,NaN,0,0,0,0,-2.182906839350401,0,1,2,3,-1,-2,-3,0.019899000000000153,NaN,27820759,22800330.235,650554524.775933
1755272700,0.018986,0.019098,0.018968,0.019072,NaN,NaN,0,0,0,0,-1.6463135327384917,0,1,2,3,-1,-2,-3,0.019890000000000154,NaN,18373905,22808901.14,650554524.775933
1755272730,0.019068,0.019184,0.01902,0.019062,NaN,NaN,0,0,0,0,-1.6437680919781035,0,1,2,3,-1,-2,-3,0.019881000000000155,NaN,21305659,22786353.275,651137316.7290161
1755272760,0.019062,0.019182,0.019055,0.019169,NaN,NaN,0,0,0,0,-1.0395021739963097,0,1,2,3,-1,-2,-3,0.019872000000000157,NaN,7504553,22719557.57,651137316.7290161
1755272790,0.019167,0.019208,0.019116,0.019145,NaN,NaN,0,0,0,0,-1.1490112203594165,0,1,2,3,-1,-2,-3,0.01986300000000016,NaN,10456198,22727987.66,651365647.3384211
1755272820,0.019145,0.019155,0.018772,0.01881,NaN,NaN,0,0,0,0,-2.8472301143152023,0,1,2,3,-1,-2,-3,0.01985400000000016,NaN,54667859,22948752.575,651365647.3384211
